,DebugRVA,DebugSize,Dll,ExportRVA,ExportSize,IATRVA,ImageVersion,LinkerVersion,NumberOfSections,OSVersion,ResSize,StackReserveSize,filename,clean
sample460,4384,28,33088,0,0,4096,6,9,4,6,2376,262144,samples/cleanfiles/tcmsetup.exe,1
sample461,4384,28,33088,0,0,4096,6,9,4,6,12576,262144,samples/cleanfiles/DeviceEject.exe,1
sample462,4464,28,320,101952,3508,4096,6,9,4,6,6728,262144,samples/cleanfiles/rtm.dll,1
sample463,12960,28,16704,873808,52952,958464,10,12,6,6,1056,1048576,samples/cleanfiles/msvcr120_clr0400.dll,1
sample464,4480,28,320,233536,78,4096,6,9,4,6,1056,262144,samples/cleanfiles/EncDump.dll,1
sample465,5088,28,320,37232,203,4096,6,9,4,6,26120,262144,samples/cleanfiles/SCardDlg.dll,1
sample466,246464,56,320,243232,116,4096,6,9,4,6,1032,262144,samples/cleanfiles/dpx.dll,1
sample467,4144,28,320,53664,106,61440,6,11,5,6,8360,262144,samples/cleanfiles/icardie.dll,1
sample468,5104,28,320,127712,75,4096,6,9,4,6,17592,262144,samples/cleanfiles/wbiosrvc.dll,1
sample469,4416,28,320,13008,84,4096,6,9,4,6,1064,262144,samples/cleanfiles/NativeHooks.dll,1
sample47,4688,28,320,142368,1949,4096,6,9,5,6,1032,262144,samples/cleanfiles/msorcl32.dll,1
sample470,4560,28,320,29008,1141,4096,6,9,4,6,1312,262144,samples/cleanfiles/utildll.dll,1
sample471,146124,56,320,34608,85,4096,6,9,4,6,8968,262144,samples/cleanfiles/profsvc.dll,1
sample472,4816,28,320,73536,256,4096,6,9,4,6,98640,262144,samples/cleanfiles/prnntfy.dll,1
sample473,4576,28,33088,0,0,4096,6,9,4,6,107720,262144,samples/cleanfiles/iscsicli.exe,1
sample474,5968,28,33088,1113152,1444,4096,6,9,4,6,2744,262144,samples/cleanfiles/wbengine.exe,1
sample475,4432,28,320,53568,267,4096,6,9,4,6,1008,262144,samples/cleanfiles/l2gpstore.dll,1
sample476,66872,56,320,62916,1117,4096,6,9,4,6,1048,262144,samples/cleanfiles/rastapi.dll,1
sample477,4224,28,1344,21904,2144,4096,6,9,4,6,1032,262144,samples/cleanfiles/amxread.dll,1
sample478,4880,28,33088,0,0,4096,6,9,4,6,2072,262144,samples/cleanfiles/powercfg.exe,1
sample48,5024,28,320,280448,163,4096,6,9,4,6,39344,262144,samples/cleanfiles/msihnd.dll,1
sample480,7408,28,1344,7328,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDSW.DLL,1
sample481,4432,28,320,36000,6918,4096,6,9,4,6,960,262144,samples/cleanfiles/hhsetup.dll,1
sample482,4320,28,33088,0,0,4096,6,9,4,6,2032,262144,samples/cleanfiles/pcalua.exe,1
sample483,4528,28,320,2587184,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0001.dll,1
sample484,599168,56,320,10504,169,4096,6,9,4,6,18504,262144,samples/cleanfiles/SearchFolder.dll,1
sample485,265984,56,320,4712,3711,4096,8,9,4,5,1920,1048576,samples/cleanfiles/mscoree.dll,1
sample486,4448,28,320,25936,75,4096,6,9,4,6,1288,262144,samples/cleanfiles/rpcnsh.dll,1
sample487,4848,28,320,168304,183,4096,6,9,4,6,7952,262144,samples/cleanfiles/PortableDeviceSyncProvider.dll,1
sample488,78032,56,320,76224,189,4096,6,9,4,6,1064,262144,samples/cleanfiles/MP3DMOD.DLL,1
sample489,7344,28,1344,7264,79,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDPO.DLL,1
sample49,4480,28,33088,0,0,4096,6,9,4,6,1056,262144,samples/cleanfiles/PrintIsolationHost.exe,1
sample490,318712,56,320,6216,1070,4096,6,9,4,6,18160,262144,samples/cleanfiles/winhttp.dll,1
sample491,0,0,1344,0,0,0,10,11,1,6,29480,1048576,samples/cleanfiles/mfc110chs.dll,1
sample492,4672,28,320,56608,164,4096,6,9,4,6,3536,262144,samples/cleanfiles/rasdiag.dll,1
sample493,4256,28,33088,0,0,4096,6,9,4,6,75680,262144,samples/cleanfiles/SystemPropertiesDataExecutionPrevention.exe,1
sample494,4496,28,1344,22848,73,4096,6,9,4,6,1480,262144,samples/cleanfiles/mciwave.dll,1
sample495,4272,28,320,8480,581,4096,6,9,4,6,8688,262144,samples/cleanfiles/slcext.dll,1
sample496,4304,28,320,22592,2253,4096,6,9,4,6,1312,262144,samples/cleanfiles/slc.dll,1
sample497,91904,56,33088,0,0,4096,6,9,4,6,2032,262144,samples/cleanfiles/makecab.exe,1
sample498,75048,56,320,10688,1656,4096,6,9,4,6,1336,262144,samples/cleanfiles/wlanapi.dll,1
sample499,4096,28,1344,4192,2704,0,6,10,3,6,1016,262144,samples/cleanfiles/api-ms-win-downlevel-ole32-l1-1-0.dll,1
sample5,5456,28,320,95472,160,4096,6,9,4,6,651112,262144,samples/cleanfiles/sud.dll,1
sample50,4448,28,33088,0,0,4096,6,9,4,6,2080,262144,samples/cleanfiles/netbtugc.exe,1
sample500,0,0,1344,0,0,0,6,9,1,6,3418312,262144,samples/cleanfiles/NlsLexicons004a.dll,1
sample501,4432,28,320,21312,162,4096,6,9,5,6,1464,262144,samples/cleanfiles/wmpcm.dll,1
sample502,84828,56,320,4836,665,4096,6,9,4,6,9728,262144,samples/cleanfiles/dwmredir.dll,1
sample503,56228,56,33088,0,0,4096,6,9,4,6,7704,262144,samples/cleanfiles/msiexec.exe,1
sample504,5168,28,49472,89024,4076,110592,6,11,5,6,2344,262144,samples/cleanfiles/ieUnatt.exe,1
sample505,4672,28,33088,0,0,4096,6,9,4,6,2040,1048576,samples/cleanfiles/auditpol.exe,1
sample506,7040,28,1344,6944,81,0,6,9,3,6,1048,262144,samples/cleanfiles/KBDKHMR.DLL,1
sample507,4736,28,320,32912,452,4096,6,9,4,6,22704,262144,samples/cleanfiles/hotplug.dll,1
sample508,4576,28,320,44272,132,4096,6,9,4,6,1136,262144,samples/cleanfiles/vmictimeprovider.dll,1
sample509,4576,28,320,109744,114,4096,6,9,4,6,4808,262144,samples/cleanfiles/auditcse.dll,1
sample51,4528,28,320,25072,165,4096,6,9,4,6,7360,262144,samples/cleanfiles/iaspolcy.dll,1
sample510,7632,28,1344,7552,80,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDIBO.DLL,1
sample511,5616,28,320,194688,258,4096,6,9,4,6,219120,262144,samples/cleanfiles/biocpl.dll,1
sample512,4096,28,1344,4272,762,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-processenvironment-l1-1-0.dll,1
sample513,5040,28,33088,0,0,4096,9,9,4,5,159276,1048576,samples/cleanfiles/PresentationHost.exe,1
sample514,5408,28,320,48768,527,4096,6,9,4,6,31576,262144,samples/cleanfiles/efsadu.dll,1
sample515,245668,56,320,4984,5957,4096,6,9,4,6,35304,262144,samples/cleanfiles/apphelp.dll,1
sample516,4272,28,320,14624,777,4096,6,9,4,6,1032,262144,samples/cleanfiles/winusb.dll,1
sample517,160300,56,320,5592,165,4096,6,9,9,6,8656,262144,samples/cleanfiles/AudioSes.dll,1
sample518,27368,56,320,12100,115,4096,6,9,4,6,1064,262144,samples/cleanfiles/uxsms.dll,1
sample519,4432,28,320,30864,177,4096,6,9,4,6,47872,262144,samples/cleanfiles/DevicePairingHandler.dll,1
sample52,4704,28,320,63920,166,4096,6,9,4,6,62240,262144,samples/cleanfiles/EhStorAPI.dll,1
sample520,5232,28,320,317456,178,4096,6,9,4,6,77664,262144,samples/cleanfiles/wvc.dll,1
sample521,0,0,1344,0,0,0,6,9,1,6,6237112,262144,samples/cleanfiles/NlsLexicons000c.dll,1
sample522,4256,28,320,9072,165,4096,6,9,5,6,1072,262144,samples/cleanfiles/bitsprx3.dll,1
sample523,294488,56,320,13932,116,4096,6,9,5,6,1336,262144,samples/cleanfiles/scesrv.dll,1
sample524,0,0,1344,0,0,0,6,9,1,6,1721544,262144,samples/cleanfiles/NlsLexicons000d.dll,1
sample525,4480,28,320,105824,164,4096,6,9,4,6,2184,262144,samples/cleanfiles/dnscmmc.dll,1
sample526,4864,28,320,2642016,56923,2767692,10,11,5,6,1414784,1048576,samples/cleanfiles/mfc110.dll,1
sample527,4944,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/gpresult.exe,1
sample528,5120,28,33088,0,0,4096,6,9,4,6,205168,262144,samples/cleanfiles/sethc.exe,1
sample529,4416,28,320,22256,193,4096,6,9,4,6,2816,262144,samples/cleanfiles/wshcon.dll,1
sample53,4704,28,320,46208,165,4096,6,9,4,6,6968,262144,samples/cleanfiles/DfsShlEx.dll,1
sample530,4288,28,33088,0,0,4096,6,9,4,6,69760,262144,samples/cleanfiles/DpiScaling.exe,1
sample531,4784,28,320,78928,1995,4096,6,9,4,6,1312,262144,samples/cleanfiles/sechost.dll,1
sample532,615772,56,320,606504,322,4096,21315,9,4,6,952,262144,samples/cleanfiles/blackbox.dll,1
sample533,85776,56,320,82156,105,4096,6,9,4,6,1312,262144,samples/cleanfiles/rasauto.dll,1
sample534,296784,56,320,290868,184,4096,6,9,4,6,2792,262144,samples/cleanfiles/swprv.dll,1
sample535,12368,28,1024,0,0,12288,6,9,6,6,1008,262144,samples/cleanfiles/vga.dll,1
sample536,4480,28,33088,0,0,4096,6,9,4,6,2016,262144,samples/cleanfiles/label.exe,1
sample537,4656,28,33088,0,0,4096,6,9,4,6,8128,262144,samples/cleanfiles/alg.exe,1
sample538,4288,28,320,11280,192,4096,6,9,5,6,1056,262144,samples/cleanfiles/ndproxystub.dll,1
sample539,4704,28,320,100016,163,4096,6,9,4,6,13672,262144,samples/cleanfiles/sppwmi.dll,1
sample54,5280,28,320,459840,163,4096,6,9,4,6,61528,262144,samples/cleanfiles/wiaaut.dll,1
sample540,4848,28,320,180512,161,4096,6,9,4,6,1336,262144,samples/cleanfiles/qcap.dll,1
sample541,4944,28,320,288656,166,4096,6,9,4,6,123152,262144,samples/cleanfiles/AdmTmpl.dll,1
sample542,8192,28,1344,8112,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDYCL.DLL,1
sample543,4480,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/netcfg.exe,1
sample545,4384,28,33088,0,0,4096,6,9,4,6,1776,262144,samples/cleanfiles/bridgeunattend.exe,1
sample546,4160,28,33088,0,0,69632,6,11,5,6,2080,262144,samples/cleanfiles/SetIEInstalledDate.exe,1
sample547,5120,28,320,47808,91,4096,6,9,4,6,10992,262144,samples/cleanfiles/ncryptui.dll,1
sample548,0,0,0,101376,287,86016,0,5,5,4,1088,1048576,samples/cleanfiles/ir50_qcx.dll,1
sample549,4416,28,33088,0,0,4096,6,9,4,6,182416,262144,samples/cleanfiles/UserAccountControlSettings.exe,1
sample55,34880,56,1344,4416,362,4096,6,9,4,6,1040,262144,samples/cleanfiles/cryptbase.dll,1
sample550,4640,28,33088,0,0,4096,6,9,4,6,5728,262144,samples/cleanfiles/credwiz.exe,1
sample552,5056,28,320,121568,274,4096,6,9,5,6,1000,262144,samples/cleanfiles/SensorsApi.dll,1
sample553,4368,28,320,23920,115,4096,6,9,4,6,1080,262144,samples/cleanfiles/DeviceMetadataParsers.dll,1
sample554,155496,56,320,34292,757,4096,6,9,5,6,1352,262144,samples/cleanfiles/mswsock.dll,1
sample555,4688,28,320,34656,165,4096,6,9,5,6,28416,262144,samples/cleanfiles/btpanui.dll,1
sample556,4928,28,320,109296,120,4096,6,9,4,6,2120,262144,samples/cleanfiles/netid.dll,1
sample557,4384,28,320,295488,430,4096,6,9,4,6,1016,262144,samples/cleanfiles/msdelta.dll,1
sample558,4800,28,320,58800,160,4096,6,9,4,6,1864,262144,samples/cleanfiles/StorageContextHandler.dll,1
sample559,4304,28,33088,0,0,4096,6,9,4,6,2400,262144,samples/cleanfiles/dcomcnfg.exe,1
sample56,456164,56,320,446996,1240,4096,6,9,4,6,3568,262144,samples/cleanfiles/catsrvut.dll,1
sample560,0,0,1344,0,0,0,6,9,1,6,1304,262144,samples/cleanfiles/SampleRes.dll,1
sample561,4512,28,1344,46000,5444,4096,6,9,5,6,22680,262144,samples/cleanfiles/mapistub.dll,1
sample562,4608,28,33088,0,0,4096,6,9,4,6,2016,262144,samples/cleanfiles/comp.exe,1
sample563,4960,28,33088,0,0,4096,6,9,4,6,14016,262144,samples/cleanfiles/raserver.exe,1
sample564,126464,56,320,122524,217,4096,6,9,4,6,5480,262144,samples/cleanfiles/rdpendp.dll,1
sample565,7824,28,1344,7744,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDSL1.DLL,1
sample566,4576,28,320,54224,109,4096,6,9,4,6,1096,262144,samples/cleanfiles/wscmisetup.dll,1
sample567,4400,28,320,31088,319,4096,6,9,4,6,2536,262144,samples/cleanfiles/shimgvw.dll,1
sample568,4352,28,320,15360,116,4096,6,9,4,6,202160,262144,samples/cleanfiles/AuditNativeSnapIn.dll,1
sample569,490516,56,320,73784,106,4096,6,9,4,6,23320,262144,samples/cleanfiles/cscsvc.dll,1
sample57,5472,28,320,498368,161,4096,6,9,4,6,2296,262144,samples/cleanfiles/qdvd.dll,1
sample570,4320,28,320,13488,155,4096,6,9,4,6,1336,262144,samples/cleanfiles/rasctrs.dll,1
sample571,4592,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/relog.exe,1
sample572,0,0,1344,0,0,0,6,9,1,6,4980272,262144,samples/cleanfiles/NlsLexicons0013.dll,1
sample573,361332,56,320,352588,863,4096,21315,9,4,6,1144,262144,samples/cleanfiles/secproc_isv.dll,1
sample574,7168,28,1344,7088,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDFO.DLL,1
sample575,16844,56,320,14016,97,4096,6,9,4,6,2832,262144,samples/cleanfiles/irmon.dll,1
sample576,4272,28,320,8192,85,4096,6,9,4,6,1304,262144,samples/cleanfiles/procinst.dll,1
sample577,4416,28,320,21728,155,4096,6,9,5,6,1000,262144,samples/cleanfiles/sxsstore.dll,1
sample578,0,0,1344,0,0,0,6,9,1,6,1557192,262144,samples/cleanfiles/NlsLexicons0049.dll,1
sample579,542268,56,320,5672,10284,4096,6,9,5,6,1280,262144,samples/cleanfiles/oleaut32.dll,1
sample58,5568,28,33088,0,0,4096,6,9,4,6,3632,262144,samples/cleanfiles/verifier.exe,1
sample580,4208,28,320,7632,73,4096,6,9,4,6,1024,262144,samples/cleanfiles/odpdx32.dll,1
sample581,4480,28,320,34368,117,4096,6,9,4,6,2936,262144,samples/cleanfiles/napipsec.dll,1
sample582,68180,56,320,64348,225,4096,6,9,4,6,3528,262144,samples/cleanfiles/fdSSDP.dll,1
sample583,286932,56,320,25464,209,4096,6,9,8,6,6976,262144,samples/cleanfiles/AudioEng.dll,1
sample584,4528,28,320,3093680,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData004b.dll,1
sample585,23436,28,1024,0,0,8192,0,8,3,4,1112,1048576,samples/cleanfiles/TsWpfWrp.exe,1
sample586,402400,56,320,82732,215,4096,6,9,5,6,1056,262144,samples/cleanfiles/msdri.dll,1
sample587,7552,28,1344,7424,113,0,6,9,3,6,1032,262144,samples/cleanfiles/kbd106n.dll,1
sample588,615152,56,320,605380,211,4096,21315,9,4,6,1400,262144,samples/cleanfiles/CPFilters.dll,1
sample589,4752,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/getmac.exe,1
sample590,75432,56,320,4652,800,4096,6,9,4,6,1288,262144,samples/cleanfiles/gpapi.dll,1
sample591,545320,56,320,5860,185,4096,6,9,5,6,1991712,262144,samples/cleanfiles/gameux.dll,1
sample592,115288,56,320,5488,106,4096,6,9,4,6,263848,262144,samples/cleanfiles/rasplap.dll,1
sample593,4496,28,320,140864,187,4096,6,9,4,6,984,262144,samples/cleanfiles/sqlceoledb30.dll,1
sample595,8384,28,320,26416,189,8192,6,9,5,6,1048,262144,samples/cleanfiles/blb_ps.dll,1
sample596,5008,28,33088,0,0,4096,6,9,4,6,473840,262144,samples/cleanfiles/dfrgui.exe,1
sample597,5008,28,320,302928,165,4096,6,9,4,6,135296,262144,samples/cleanfiles/FXSCOMEX.dll,1
sample598,71748,56,320,4536,1612,4096,6,9,4,6,2136,262144,samples/cleanfiles/SPInf.dll,1
sample599,6864,28,1344,6768,82,0,6,9,3,6,1048,262144,samples/cleanfiles/KBDINPUN.DLL,1
sample6,4176,28,320,220432,10858,246524,10,11,5,6,9280,1048576,samples/cleanfiles/vcamp110.dll,1
sample60,4768,28,320,74208,162,4096,6,9,4,6,2800,262144,samples/cleanfiles/dnshc.dll,1
sample600,33620,56,320,30280,157,4096,6,9,4,6,1064,262144,samples/cleanfiles/feclient.dll,1
sample601,240280,56,320,4420,190,4096,6,9,5,6,1096,262144,samples/cleanfiles/actxprxy.dll,1
sample602,5296,28,320,999200,159,4096,6,9,4,6,1000,262144,samples/cleanfiles/d3d8.dll,1
sample603,0,0,0,237568,29127,0,0,2,8,1,948,1048576,samples/cleanfiles/msvcrt20.dll,1
sample604,4096,28,320,33584,50,78056,6,10,5,6,6648,262144,samples/cleanfiles/vfnws.dll,1
sample605,4768,28,320,64256,445,4096,1,9,4,6,11592,262144,samples/cleanfiles/iashlpr.dll,1
sample606,6704,28,1344,6624,80,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDAZE.DLL,1
sample607,0,0,1344,0,0,0,6,9,1,6,3384,262144,samples/cleanfiles/oleaccrc.dll,1
sample608,6768,28,1344,6672,82,0,6,9,3,6,1072,262144,samples/cleanfiles/KBDMONMO.DLL,1
sample609,4512,28,320,18656,164,4096,6,9,4,6,11856,262144,samples/cleanfiles/Apphlpdm.dll,1
sample61,4512,28,320,105840,861,4096,6,9,4,6,1040,262144,samples/cleanfiles/t2embed.dll,1
sample610,16980,56,320,14496,170,4096,6,9,4,6,1040,262144,samples/cleanfiles/schedcli.dll,1
sample611,72068,56,320,4572,641,4096,6,9,5,6,2360,262144,samples/cleanfiles/QUTIL.DLL,1
sample612,48168,56,320,5820,569,4096,6,9,4,6,1320,262144,samples/cleanfiles/psbase.dll,1
sample613,102104,56,33088,0,0,4096,6,9,4,6,1720,524288,samples/cleanfiles/net1.exe,1
sample614,60872,56,320,59544,72,4096,6,9,4,6,3520,262144,samples/cleanfiles/l3codeca.acm,1
sample615,358392,56,320,350244,172,4096,21315,9,8,6,1776,262144,samples/cleanfiles/AUDIOKSE.dll,1
sample616,4784,28,320,57312,160,4096,6,9,4,6,1840,262144,samples/cleanfiles/BWContextHandler.dll,1
sample617,4784,28,33088,0,0,4096,6,9,4,6,2064,262144,samples/cleanfiles/systeminfo.exe,1
sample618,4256,28,33088,0,0,4096,6,9,4,6,75584,262144,samples/cleanfiles/SystemPropertiesComputerName.exe,1
sample619,4448,28,33088,264144,179,4096,6,9,4,6,2112,262144,samples/cleanfiles/diskraid.exe,1
sample62,4960,28,320,36496,164,4096,6,9,4,6,3336,262144,samples/cleanfiles/signdrv.dll,1
sample620,353084,56,320,110400,144,4096,6,9,4,6,1016,262144,samples/cleanfiles/rpcss.dll,1
sample621,2817736,56,33088,2807472,108,4096,21315,9,4,6,9488,262144,samples/cleanfiles/sppsvc.exe,1
sample622,4528,28,320,3452624,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0013.dll,1
sample623,4855964,56,320,793132,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0009.dll,1
sample624,4880,28,320,349232,190,4096,6,9,4,6,1288,262144,samples/cleanfiles/dpnet.dll,1
sample625,6992,28,1344,6896,82,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDMLT47.DLL,1
sample626,7760,28,320,244048,806,4096,6,9,4,6,5920,262144,samples/cleanfiles/wow32.dll,1
sample627,6928,28,1344,6848,80,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDSN1.DLL,1
sample628,140024,56,320,137436,1561,4096,6,9,4,6,976,262144,samples/cleanfiles/rgb9rast.dll,1
sample629,8256,28,1024,0,0,8192,6,9,9,6,4216,262144,samples/cleanfiles/mcupdate_GenuineIntel.dll,1
sample63,6960,28,1344,6864,82,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDINHIN.DLL,1
sample630,5696,28,320,233408,225,4096,6,9,4,6,165080,262144,samples/cleanfiles/wlanui.dll,1
sample631,4448,28,320,106368,242,4096,6,9,4,6,1312,262144,samples/cleanfiles/wiadss.dll,1
sample632,5280,28,320,254288,1631,4096,6,9,4,6,1320,262144,samples/cleanfiles/mprddm.dll,1
sample633,138964,56,33088,0,0,4096,6,9,4,6,2040,262144,samples/cleanfiles/taskeng.exe,1
sample634,4416,28,33088,0,0,4096,6,9,4,6,2096,262144,samples/cleanfiles/diskperf.exe,1
sample635,104716,56,320,4968,19434,4096,6,9,4,6,1304,262144,samples/cleanfiles/ulib.dll,1
sample636,57472,28,1152,73728,1632,57344,500,10,7,5,1048,1048576,samples/cleanfiles/VBoxDisp.dll,1
sample637,4416,28,320,24512,139,4096,6,9,4,6,4072,262144,samples/cleanfiles/FDResPub.dll,1
sample638,4848,28,320,133744,163,4096,6,9,4,6,3544,262144,samples/cleanfiles/WLanHC.dll,1
sample639,4592,28,320,312480,115,4096,0,8,4,4,904,1048576,samples/cleanfiles/msrd3x40.dll,1
sample64,4128,28,320,47776,160,53248,6,11,5,6,8864,262144,samples/cleanfiles/tdc.ocx,1
sample640,4288,28,320,16816,115,4096,6,9,4,6,1064,262144,samples/cleanfiles/DeviceDisplayStatusManager.dll,1
sample641,1353728,56,320,1344624,441,4096,6,9,4,6,55920,262144,samples/cleanfiles/pla.dll,1
sample642,4352,28,320,12192,164,4096,1,9,4,6,1280,262144,samples/cleanfiles/regidle.dll,1
sample643,4336,28,320,14912,381,4096,6,9,4,6,976,262144,samples/cleanfiles/ntvdmd.dll,1
sample644,6976,28,1344,6896,79,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDA3.DLL,1
sample646,4256,28,320,11280,93,4096,6,9,4,6,1048,262144,samples/cleanfiles/nlmsprep.dll,1
sample647,106408,56,320,7564,109,4096,6,9,4,6,1288,262144,samples/cleanfiles/regsvc.dll,1
sample648,4704,28,320,71856,5174,4096,6,9,4,6,9992,262144,samples/cleanfiles/BdeHdCfgLib.dll,1
sample649,74108,56,33088,0,0,4096,6,9,4,6,2040,262144,samples/cleanfiles/taskkill.exe,1
sample65,535752,56,320,527300,326,4096,21315,9,4,6,1784,262144,samples/cleanfiles/wmdrmsdk.dll,1
sample650,0,0,0,145392,203,180824,0,5,11,4,14864,1048576,samples/cleanfiles/iac25_32.ax,1
sample651,4480,28,320,24672,74,4096,6,9,4,6,12104,262144,samples/cleanfiles/mciqtz32.dll,1
sample652,4096,28,1344,4272,366,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-xstate-l1-1-0.dll,1
sample653,4896,28,320,116336,183,4096,6,9,4,6,452920,262144,samples/cleanfiles/wpd_ci.dll,1
sample654,16192,56,320,5388,1038,4096,6,9,4,6,1048,262144,samples/cleanfiles/icaapi.dll,1
sample655,4880,28,320,250768,113,4096,6,9,4,6,8064,262144,samples/cleanfiles/wcncsvc.dll,1
sample656,5312,28,320,226576,240,4096,6,9,4,6,609456,262144,samples/cleanfiles/FirewallControlPanel.dll,1
sample657,4576,28,320,50384,166,4096,6,9,4,6,1288,262144,samples/cleanfiles/xmlfilter.dll,1
sample658,6800,28,1344,6704,82,0,6,9,3,6,1064,262144,samples/cleanfiles/KBDINBE1.DLL,1
sample659,4752,28,320,77056,2546,4096,6,9,4,6,602328,262144,samples/cleanfiles/dsuiext.dll,1
sample66,4560,28,33088,0,0,4096,6,9,4,6,2104,262144,samples/cleanfiles/waitfor.exe,1
sample660,0,0,1344,0,0,0,10,11,1,6,29520,1048576,samples/cleanfiles/mfc110cht.dll,1
sample661,4272,28,320,18336,71,4096,6,9,4,6,1032,262144,samples/cleanfiles/msyuv.dll,1
sample662,5124,56,320,8444,190,8192,1,9,5,6,976,262144,samples/cleanfiles/mssprxy.dll,1
sample663,0,0,1344,0,0,0,6,9,1,6,24448,262144,samples/cleanfiles/microsoft-windows-kernel-processor-power-events.dll,1
sample664,4400,28,320,293008,3301,4096,6,9,4,6,992,262144,samples/cleanfiles/glmf32.dll,1
sample665,4384,28,33088,0,0,4096,6,9,4,6,2128,262144,samples/cleanfiles/pcaui.exe,1
sample666,4784,28,33088,0,0,4096,6,9,4,6,3448,262144,samples/cleanfiles/runonce.exe,1
sample667,100624,56,320,96528,164,4096,6,9,4,6,236264,262144,samples/cleanfiles/SysFxUI.dll,1
sample668,11744,28,1344,11520,213,8192,6,9,4,6,1040,262144,samples/cleanfiles/KBDJPN.DLL,1
sample669,5120,28,320,66640,358,4096,6,9,4,6,1088,262144,samples/cleanfiles/tlscsp.dll,1
sample67,8224,28,0,8384,201,8192,6,6,5,4,1480,1048576,samples/cleanfiles/vfpodbc.dll,1
sample670,4224,28,320,7344,70,4096,6,9,4,6,1032,262144,samples/cleanfiles/ds32gt.dll,1
sample671,4096,28,1344,4192,1025,0,6,10,3,6,1016,262144,samples/cleanfiles/api-ms-win-downlevel-user32-l1-1-0.dll,1
sample672,362224,56,320,5212,370,4096,6,9,4,6,21728,262144,samples/cleanfiles/netcfgx.dll,1
sample673,4384,28,320,41056,165,4096,6,9,4,6,1056,262144,samples/cleanfiles/WSDScanProxy.dll,1
sample674,37856,56,320,94016,240,36864,10,11,5,6,1016,1048576,samples/cleanfiles/mfcm110d.dll,1
sample675,4544,28,320,59648,114,4096,6,9,4,6,1104,262144,samples/cleanfiles/cmicryptinstall.dll,1
sample676,4160,28,320,63696,56,82348,6,10,5,6,4856,262144,samples/cleanfiles/vfrdvcompat.dll,1
sample677,4320,28,33088,0,0,4096,6,9,4,6,2472,262144,samples/cleanfiles/InfDefaultInstall.exe,1
sample678,8352,28,1344,8256,81,0,6,9,3,6,1048,262144,samples/cleanfiles/KBDROST.DLL,1
sample679,4784,28,320,87712,2608,4096,6,9,4,6,984,262144,samples/cleanfiles/ufat.dll,1
sample68,45240,56,320,4580,1050,4096,6,9,4,6,14040,262144,samples/cleanfiles/dwmapi.dll,1
sample680,4096,28,320,4976,320,12384,6,10,5,6,1064,262144,samples/cleanfiles/cuzzapi.dll,1
sample681,4208,28,320,7648,72,4096,6,9,4,6,1296,262144,samples/cleanfiles/getuname.dll,1
sample682,4336,28,33088,0,0,4096,6,9,4,6,1832,262144,samples/cleanfiles/TCPSVCS.EXE,1
sample683,360804,56,320,15136,2775,4096,6,9,4,6,1304,262144,samples/cleanfiles/wer.dll,1
sample684,2745164,56,320,45348,57268,2809856,10,11,5,6,1414784,1048576,samples/cleanfiles/mfc110u.dll,1
sample685,5392,28,320,945104,117,4096,6,9,4,6,17424,262144,samples/cleanfiles/PeerDistSvc.dll,1
sample686,0,0,1344,0,0,0,6,9,1,6,4092424,262144,samples/cleanfiles/NlsLexicons004c.dll,1
sample687,929200,56,320,31636,4865,4096,6,9,4,6,137072,262144,samples/cleanfiles/vssapi.dll,1
sample688,4208,28,320,7632,74,4096,6,9,4,6,1032,262144,samples/cleanfiles/oddbse32.dll,1
sample689,4432,28,33088,0,0,4096,6,9,4,6,2096,262144,samples/cleanfiles/csrstub.exe,1
sample69,4720,28,320,81152,74,4096,6,9,4,6,5616,262144,samples/cleanfiles/sstpsvc.dll,1
sample690,4560,28,320,70608,104,4096,6,9,4,6,8248,262144,samples/cleanfiles/xwreg.dll,1
sample691,6160,28,320,83664,600,4096,6,9,4,6,19592,262144,samples/cleanfiles/dmview.ocx,1
sample692,325356,56,320,45372,78,4096,6,9,4,6,4680,262144,samples/cleanfiles/IPSECSVC.DLL,1
sample693,6704,28,1344,6624,80,0,6,9,3,6,1056,262144,samples/cleanfiles/KBDUSL.DLL,1
